# Input = Flat continuum + Gaussian line (FWHM=150 km/s ; EW=100 A)
# No LSF convolution
# n_bins =          600
----------------------------------------
######  Lambda[A]         I/Ic
----------------------------------------
       1200.0250      0.99490384
       1200.0750      0.96562439
       1200.1250      0.99609892
       1200.1750       1.0146227
       1200.2250      0.98773336
       1200.2750      0.98474566
       1200.3250       1.0008792
       1200.3750       1.0409144
       1200.4250      0.99490384
       1200.4750       1.0235858
       1200.5250       1.0140251
       1200.5750       1.0295611
       1200.6250      0.99191614
       1200.6750       1.0337439
       1200.7250      0.95307605
       1200.7750      0.94889327
       1200.8250      0.99848908
       1200.8750       1.0301587
       1200.9250      0.98594074
       1200.9750      0.98414812
       1201.0250      0.97398994
       1201.0750      0.99669646
       1201.1250      0.98952598
       1201.1750      0.96861209
       1201.2250       1.0200005
       1201.2750       1.0020743
       1201.3250      0.98713582
       1201.3750      0.96562439
       1201.4250      0.98474566
       1201.4750      0.98414812
       1201.5250      0.98833090
       1201.5750      0.98594074
       1201.6250      0.96084407
       1201.6750      0.99072106
       1201.7250      0.99848908
       1201.7750      0.98295304
       1201.8250      0.98175796
       1201.8750      0.99072106
       1201.9250       1.0564504
       1201.9750       1.0367316
       1202.0250       1.0056596
       1202.0750       1.0050620
       1202.1250      0.99311122
       1202.1750      0.99729400
       1202.2250      0.99669646
       1202.2750      0.94172279
       1202.3250      0.98713582
       1202.3750       1.0164153
       1202.4250       1.0188054
       1202.4750      0.93873509
       1202.5250      0.99012352
       1202.5750      0.97339240
       1202.6250      0.96442931
       1202.6750      0.97219732
       1202.7250       1.0056596
       1202.7750      0.98833090
       1202.8250       1.0044645
       1202.8750      0.98056288
       1202.9250      0.98414812
       1202.9750      0.98534320
       1203.0250      0.93514985
       1203.0750       1.0205981
       1203.1250      0.99609892
       1203.1750       1.0295611
       1203.2250      0.99669646
       1203.2750      0.99430630
       1203.3250       1.0152202
       1203.3750      0.97159978
       1203.4250       1.0146227
       1203.4750       1.0630234
       1203.5250      0.96144161
       1203.5750       1.0014768
       1203.6250       1.0092448
       1203.6750      0.96383177
       1203.7250      0.98355058
       1203.7750      0.99669646
       1203.8250       1.0122325
       1203.8750       1.0038669
       1203.9250      0.98414812
       1203.9750      0.99191614
       1204.0250      0.91662612
       1204.0750       1.0098423
       1204.1250      0.99191614
       1204.1750       1.0116350
       1204.2250      0.97996534
       1204.2750       1.0421095
       1204.3250       1.0444996
       1204.3750       1.0624258
       1204.4250      0.99968416
       1204.4750      0.98414812
       1204.5250      0.94829573
       1204.5750       1.0146227
       1204.6250       1.0032694
       1204.6750      0.97518502
       1204.7250      0.97817272
       1204.7750      0.99012352
       1204.8250       1.0038669
       1204.8750      0.95725883
       1204.9250       1.0110374
       1204.9750      0.97817272
       1205.0250       1.0337439
       1205.0750       1.0253784
       1205.1250      0.99609892
       1205.1750      0.99191614
       1205.2250      0.99789154
       1205.2750      0.96263669
       1205.3250       1.0170128
       1205.3750       1.0409144
       1205.4250       1.0367316
       1205.4750      0.98056288
       1205.5250      0.98474566
       1205.5750      0.99072106
       1205.6250      0.99550138
       1205.6750       1.0164153
       1205.7250      0.95188097
       1205.7750      0.95068589
       1205.8250      0.97398994
       1205.8750      0.97638010
