# Input = Flat continuum + Gaussian line (FWHM=150 km/s ; EW=100 A)
# LSF convolution (FWHMlsf = 0.2 A)
# n_bins =          600
----------------------------------------
######  Lambda[A]         I/Ic
----------------------------------------
       1200.0250      0.99115121
       1200.0750      0.99122676
       1200.1250      0.99326313
       1200.1750      0.99569852
       1200.2250      0.99777202
       1200.2750       1.0009712
       1200.3250       1.0061473
       1200.3750       1.0115086
       1200.4250       1.0150438
       1200.4750       1.0165422
       1200.5250       1.0161233
       1200.5750       1.0129198
       1200.6250       1.0060081
       1200.6750      0.99626713
       1200.7250      0.98778028
       1200.7750      0.98553657
       1200.8250      0.98949786
       1200.8750      0.99370876
       1200.9250      0.99345819
       1200.9750      0.99008442
       1201.0250      0.98746829
       1201.0750      0.98730322
       1201.1250      0.98914752
       1201.1750      0.99203287
       1201.2250      0.99407415
       1201.2750      0.99299148
       1201.3250      0.98895418
       1201.3750      0.98492354
       1201.4250      0.98315571
       1201.4750      0.98301928
       1201.5250      0.98276930
       1201.5750      0.98222318
       1201.6250      0.98277082
       1201.6750      0.98501583
       1201.7250      0.98804109
       1201.7750      0.99185886
       1201.8250      0.99835860
       1201.8750       1.0077815
       1201.9250       1.0159936
       1201.9750       1.0180451
       1202.0250       1.0136094
       1202.0750       1.0064309
       1202.1250      0.99941456
       1202.1750      0.99288194
       1202.2250      0.98740157
       1202.2750      0.98541779
       1202.3250      0.98769431
       1202.3750      0.99016672
       1202.4250      0.98820395
       1202.4750      0.98253560
       1202.5250      0.97746127
       1202.5750      0.97559317
       1202.6250      0.97722789
       1202.6750      0.98170728
       1202.7250      0.98705904
       1202.7750      0.99048007
       1202.8250      0.99032570
       1202.8750      0.98707400
       1202.9250      0.98290615
       1202.9750      0.98101708
       1203.0250      0.98412430
       1203.0750      0.99180437
       1203.1250      0.99996662
       1203.1750       1.0044942
       1203.2250       1.0047685
       1203.2750       1.0032513
       1203.3250       1.0029092
       1203.3750       1.0050758
       1203.4250       1.0079760
       1203.4750       1.0079447
       1203.5250       1.0038835
       1203.5750      0.99827934
       1203.6250      0.99354597
       1203.6750      0.99095455
       1203.7250      0.99150240
       1203.7750      0.99430161
       1203.8250      0.99596955
       1203.8750      0.99347919
       1203.9250      0.98697858
       1203.9750      0.98018911
       1204.0250      0.97810324
       1204.0750      0.98272556
       1204.1250      0.99164348
       1204.1750       1.0019422
       1204.2250       1.0129489
       1204.2750       1.0233449
       1204.3250       1.0285876
       1204.3750       1.0243149
       1204.4250       1.0118443
       1204.4750      0.99829849
       1204.5250      0.99029496
       1204.5750      0.98822463
       1204.6250      0.98803068
       1204.6750      0.98735523
       1204.7250      0.98703611
       1204.7750      0.98769889
       1204.8250      0.98878858
       1204.8750      0.99077763
       1204.9250      0.99510406
       1204.9750       1.0014242
       1205.0250       1.0066338
       1205.0750       1.0074650
       1205.1250       1.0038776
       1205.1750      0.99925793
       1205.2250      0.99776899
       1205.2750       1.0017180
       1205.3250       1.0092599
       1205.3750       1.0144709
       1205.4250       1.0125934
       1205.4750       1.0051852
       1205.5250      0.99778233
       1205.5750      0.99320412
       1205.6250      0.98928494
       1205.6750      0.98302064
       1205.7250      0.97529770
       1205.7750      0.97017410
       1205.8250      0.97027457
       1205.8750      0.97500477
       1205.9250      0.98197779
       1205.9750      0.98773464
       1206.0250      0.98939396
       1206.0750      0.98776147
       1206.1250      0.98640765
       1206.1750      0.98757786
       1206.2250      0.99115882
       1206.2750      0.99553652
       1206.3250      0.99833110
       1206.3750      0.99878449
       1206.4250      0.99861472
       1206.4750      0.99890258
       1206.5250      0.99829343
       1206.5750      0.99537058
       1206.6250      0.99114095
       1206.6750      0.98834601
       1206.7250      0.98878681
       1206.7750      0.99189813
       1206.8250      0.99615845
